s	254.66590997225492
u	191.55960891224652
n	145.07447714954137
with	136.24982858459578
had	106.76255536709206
pavn	95.11385154174896
vietnamese	94.16657865459652
north	89.1687359846831
veterans	89.09398752011927
war	81.22425267837235
forces	80.19962293126055
an	78.66714605996258
south	76.76138165208816
vov	75.6435818844027
m	72.02641295100469
t	70.62163889986901
at	67.76823934835916
for	66.2736347403203
french	65.38567984204681
from	65.15791698374925
arvn	65.01453143360055
ng	64.55816485291056
viet	64.36402859451483
di	62.30776976744255
military	62.06144024533943
nh	60.30380470871524
vi	60.277423604386904
be	56.70164423802497
between	56.70164423802497
was	56.57859690825275
have	55.169167366726995
has	54.65834174296101
people	54.65834174296101
by	53.523141954175784
us	53.12586487166303
offensive	52.97480339034119
communist	52.104213624131056
cong	51.986038541995896
c	51.361191927177465
american	49.22114226354507
nguy	49.213449819756114
relations	49.213449819756114
been	49.03925988153511
million	49.03925988153511
h	48.52843425776912
country	48.15111743172887
states	46.724417655973944
as	46.14790585812794
united	46.01106776809648
population	45.81453659370776
b	44.44182926764119
land	43.66827237527655
general	42.97512519471661
would	42.90935239634322
indochina	42.281978014156664
fm	41.845385723286604
hanoi	41.37687552504525
their	39.94759372113803
who	39.84439865374728
th	39.5909187771993
tr	39.50938929191688
v	39.33357302998129
china	39.33357302998129
on	39.29947234036923
johnson	38.626509898418405
vc	38.626509898418405
after	38.164219001444366
troops	37.801096158683315
nixon	37.32315693410402
minh	37.04182951815882
westmoreland	36.841361487904734
however	36.77944491115133
his	36.77944491115133
kennedy	36.119184129778084
force	36.04365338911715
which	35.92611176158777
while	35.75779366361935
into	34.95414450599577
water	34.91521132545215
chinese	34.73614241608737
city	34.657359027997266
soldiers	34.657359027997266
bc	34.53877639491069
some	34.22531679232138
against	33.71449116855539
percent	33.71123852112621
economy	33.71123852112621
its	33.471532697131465
were	33.29392294787313
including	33.203665544789395
radio	32.98646634746959
l	32.692839921023406
it	32.57895849187462
state	32.45741989842465
clinton	32.23619130191664
veteran	32.23619130191664
they	32.18201429725742
campaign	32.07017561559543
new	31.671188673491425
two	31.671188673491425
this	31.463240735303575
countries	31.191623125197538
support	31.160363049725433
use	31.153884883721275
embargo	30.579320336247907
one	30.317370234792254
reform	30.23759415184712
qu	30.23759415184712
administration	30.23759415184712
women	30.099320108148405
rate	29.933606208922598
kilometres	29.933606208922598
enemy	29.933606208922598
army	29.627886178427463
century	29.321303419972963
deaths	28.89534730382247
